Sample,Year,Area,pH,Temperature,logfO2,HCO3-_(input),SiO2_(input),F-_(input),Cl-_(input),Br-_(input),SO4-2_(input),NO2-_(input),NO3-_(input),Li+_(input),Na+_(input),NH4+_(input),K+_(input),Mg+2_(input),Ca+2_(input),Fe+2_(input),HS-_(input),rho_(input),redox_(input),redox_(input),redox_(input),Br-,Br3-,BrO-,BrO3-,BrO4-,CO,CO2,CO3-2,Ca(CO3),Ca(HCO3)+,Ca(HSiO3)+,Ca+2,CaCl+,CaCl2,CaF+,CaOH+,CaSO4,Cl-,ClO-,ClO2-,ClO3-,ClO4-,F-,Fe+2,Fe+3,FeCl+,FeCl2,FeF+,FeF+2,FeO,FeO+,FeO2-,FeOH+,FeOH+2,H+,H2,H2N2O2,H2O,H2O2,H2S,HBrO,HCO3-,HCl,HClO,HF,HF2-,HFeO2,HFeO2-,HN2O2-,HNO2,HNO3,HO2-,HS-,HSO3-,HSO4-,HSO5-,HSiO3-,K+,KBr,KCl,KHSO4,KOH,KSO4-,Li+,LiCl,LiOH,Mg(CO3),Mg(HCO3)+,Mg(HSiO3)+,Mg+2,MgCl+,MgF+,MgOH+,MgSO4,N2,N2O2-2,NH3,NH4+,NO2-,NO3-,Na+,NaBr,NaCl,NaF,NaHSiO3,NaOH,NaSO4-,O2,OCN-,OH-,S2O5-2,S2O6-2,S2O8-2,SO2,SO3-2,SO4-2,SiF6-2,SiO2,akermanite,andradite,anhydrite,anthophyllite,antigorite,aragonite,artinite,brucite,calcite,chalcedony,chrysotile,coesite,cristobalite,"cristobalite,alpha","cristobalite,beta",diopside,dolomite,enstatite,fluorite,forsterite,goethite,halite,hematite,huntite,hydromagnesite,magnesite,magnetite,merwinite,monticellite,nesquehonite,periclase,pyrite,quartz,sepiolite,sylvite,talc,tremolite,wollastonite,DEFAULT,HS-/SO4-2,NH4+/NO3-,NO2-/NO3-,%CI of mean,%CI of total,Charge imbalance,IS (molal),Mean charge,Sigma(mz) anions,Sigma(mz) cations,Total charge,stoichiometric IS (molal),Log(Br- x H+**1),Log(Br3- x H+**1),Log(BrO3- x H+**1),Log(BrO4- x H+**1),Log(CN- x H+**1),Log(Ca+2 / H+**2),Log(Cl- x H+**1),Log(ClO- x H+**1),Log(ClO2- x H+**1),Log(ClO3- x H+**1),Log(ClO4- x H+**1),Log(F- x H+**1),Log(Fe+2 / H+**2),Log(Fe+3 / H+**3),Log(HCO3- x H+**1),Log(HS- x H+**1),Log(HSO5- x H+**1),Log(K+ / H+**1),Log(Li+ / H+**1),Log(Mg+2 / H+**2),Log(N2H5+ / H+**1),Log(N2O2-2 x H+**2),Log(NH4+ / H+**1),Log(NO2- x H+**1),Log(NO3- x H+**1),Log(Na+ / H+**1),Log(OCN- x H+**1),Log(S2-2 x H+**2),Log(S2O3-2 x H+**2),Log(S2O4-2 x H+**2),Log(S2O5-2 x H+**2),Log(S2O6-2 x H+**2),Log(S2O8-2 x H+**2),Log(S3-2 x H+**2),Log(S3O6-2 x H+**2),Log(S4-2 x H+**2),Log(S4O6-2 x H+**2),Log(S5-2 x H+**2),Log(S5O6-2 x H+**2),Log(SCN- x H+**1),Log(SO3-2 x H+**2),Log(SO4-2 x H+**2),Log(SiF6-2 x H+**2)
140117L,0.0,0.0,11.6,27.3,-6.0,1.58e-05,1.87e-06,0.0,0.00581,4.17e-06,1.6e-06,0.0,9.68e-08,2.79e-06,0.00733,2.27e-05,0.00016,1.47e-06,0.00214,8.95e-06,3.59e-06,0.9964417779484255,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.4288,-36.9161,-20.7606,-35.8515,-56.1566,-55.2174,-11.9972,-5.4578,-4.9942,-8.57,-7.7906,-2.8918,-5.4548,-8.1031,,-4.0272,-6.8164,-2.2872,-21.7633,-34.1658,-32.8147,-35.7444,,-24.6342,-30.0977,-27.0692,-37.2408,,,-21.6935,-12.451,-5.1005,-22.2816,-20.6477,-11.6,-41.2953,-70.0247,-0.000154464,-20.9553,-10.1277,-23.8027,-6.7383,-14.6009,-25.8246,,,-7.152,-18.8641,-65.4437,,-19.9404,-21.0074,-5.4955,-52.2498,-15.6346,-39.2005,-5.9217,-3.8514,-10.9961,-8.6458,-22.9253,-6.6139,-9.0098,-5.6116,-9.3987,-7.5918,-8.7183,-11.9471,-10.913,-6.2607,-8.6712,,-6.258,-10.0641,-22.6558,-64.8129,-4.6458,-7.0703,,-7.0647,-2.1895,-8.9592,-5.2421,,-6.3,-4.7253,-7.5243,-8.9065,-76.4467,-2.3324,,-81.7944,-61.9917,-61.9595,-47.8772,-6.0512,,-7.9788,-4.533519999999999,18.59741,-6.32151,,96.03333,0.02047,-5.42253,1.07776,0.21871,-5.86268,5.5940199999999995,-6.59847,-6.24265,-6.24265,-6.84536,0.75712,-2.54996,-3.06985,,-2.29745,6.14029,-8.33278,13.014660000000001,,,-4.98993,-3.0502,-8.25405,-0.053029999999999994,-8.678510000000001,-5.77853,25.77454,-5.49244,,-9.62492,-2.66103,1.35226,-1.79656,0.447,-0.5329999999999999,0.016,,4.94,2.47,0.0005601474307000001,0.013366299999999998,0.011339036089999999,-0.011058962375,0.011619109805999998,0.022678072179999998,0.013688299999999999,-17.02882,-48.51605,-47.45148,-67.75655,-131.93368999999998,20.30816,-13.88715,-33.36331,-45.76583,-44.41468,-47.344429999999996,,-1.43425,4.70233,-18.33831,-17.09552,-50.800509999999996,7.74856,5.98841,16.93931,-110.29181000000001,-88.01293000000001,4.52969,,-18.66473,9.41049,-88.04673000000001,-268.72025,-173.10823,-162.6018,-132.52638000000002,-104.99441000000002,-85.19174,-244.48256,-214.77177000000003,-483.52464000000003,-308.7156,-459.7237,-431.41417,-226.38544,-71.07718,-29.25123,
090123F,0.0,0.0,11.6,28.1,-6.0,0.00013606,1.55e-06,0.0,0.005611696,2.41e-06,4.51e-06,0.0,0.0,1.77e-06,0.006801025,0.0,0.000155209,1.86e-06,0.001497006,0.0,0.0,0.996214945937425,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.6647,-37.6475,-20.9837,-36.0621,-56.3301,-54.0576,-10.9729,-4.4223,-4.1201,-7.7094,-8.0262,-3.0606,-5.6327,-8.2996,,-4.16,-6.5099,-2.2997,-21.7483,-34.1317,-32.798,-35.7394,,,,,,,,,,,,,-11.6,-41.1647,,-0.00014727700000000002,-20.9114,,-24.0346,-5.7096,-14.6175,-25.8156,,,,,,,,-20.9492,,-51.6456,-15.1523,-38.6656,-5.9897,-3.8619,-11.2358,-8.6594,-22.4437,-6.5949,-8.5461,-5.8068,-9.6042,-7.7611,-7.5889,-10.8277,-10.8922,-6.1709,-8.5933,,-6.139,-9.4988,,,,,,,-2.2194,-9.2212,-5.2822,,-6.4081,-4.7293,-7.0793,-8.9121,,-2.3065,,-80.6806,-60.9587,-61.3475,-47.2773,-5.5784,,-8.0546,-4.91291,,-5.907369999999999,,100.80230999999999,1.22245,-3.68839,1.27535,1.42116,-6.0033199999999995,5.90908,-6.73929,-6.38289,-6.38289,-6.98433,0.52561,0.20874,-3.00651,,-2.02993,,-8.41595,,,,-3.43305,,-8.78562,-0.14217,-7.15649,-5.57437,,-5.6330800000000005,,-9.69341,-2.62213,0.92847,-2.09007,0.444,,,,-14.8254,-7.4127,-0.0015528078858,0.0118776,0.010473981034000001,-0.011250384976999999,0.009697577091200001,0.020947962068000002,0.0122355,-17.26468,-49.24747,-47.6621,-67.93011,,20.13941,-13.89969,-33.34825,-45.73173,-44.39795,-47.33941,,,,-17.30959,,-50.265570000000004,7.73814,5.79318,17.02907,,,,,,9.380560000000001,,-267.04984,-171.75415,-161.29451,-131.31978999999998,-103.88056,-84.15868,,-212.89471,-480.33354,-306.10266,,-428.01787,,-70.47731999999999,-28.778409999999997,
100114AT,0.0,0.0,11.6,30.4,-6.0,3.81e-05,3.53e-06,0.0,0.006331411,0.0,1.21e-05,0.0,0.00013386,1.64e-05,0.008398416,1.76e-06,0.000138852,6.99e-07,0.001719559,0.0,2e-06,0.9955313598002651,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-54.306,-11.6068,-5.0255,-4.6452,-8.2721,-7.6268,-3.0037,-5.5173,-8.1525,,-4.0009,-6.0374,-2.2512,-21.6212,-33.9504,-32.6661,-35.6409,,,,,,,,,,,,,-11.6,-40.7925,-63.108,-0.000174529,-20.7867,-10.423,,-6.3317,-14.5801,-25.7058,,,,,-58.4956,,-16.7705,-20.7841,-5.7509,-50.8629,-14.7164,-38.0797,-5.6507,-3.9148,,-8.6371,-22.0329,-6.5642,-8.1866,-4.8448,-8.5872,-6.7256,-8.648,-11.9147,-11.0235,-6.639,-9.0108,,-6.5238,-9.5507,-16.1661,-57.8145,-5.756,-8.2729,,-3.9253,-2.1322,,-5.1397,,-6.0103,-4.5685,-6.5774,-8.9277,-72.0708,-2.2333,,-79.3843,-59.8924,-60.5417,-46.5074,-5.1701,,-7.7375,-4.03599,,-5.27148,,91.43542,0.49426000000000003,-5.64332,0.8382299999999999,0.69435,-5.6673599999999995,5.27996,-6.40384,-6.04577,-6.04577,-6.64359,1.08156,-1.97878,-3.0891599999999997,,-2.53059,,-8.29839,,,,-4.89193,,-7.600210000000001,0.08285,-8.71609,-5.99244,,-5.29712,,-9.80532,-2.5644099999999996,2.09904,-1.44757,0.436,-0.534,0.038,,-10.4813,-5.2406,-0.0013045358733,0.0140519,0.012446363288,-0.013098631225,0.011794095350999999,0.024892726576,0.0143806,,,,,-127.02883,20.19629,-13.8512,-33.22121,-45.55043,-44.26611,-47.24086,,,,-17.931729999999998,-17.350939999999998,-49.67974,7.685239999999999,6.75519,16.560979999999997,-102.77864,-81.01448,3.3271300000000004,,-15.525310000000001,9.46778,-83.67085,-264.16913999999997,-169.77401,-159.44755,-129.75951,-102.58435,-83.09239000000001,-240.67471,-210.36278,-474.9976,-302.41272000000004,-451.93567,-423.03494000000006,-219.61855,-69.70737,-28.370109999999997,
100114AU,0.0,0.0,11.6,20.08,-6.0,7.41e-05,1.61e-05,0.0,0.006236247,0.0,0.000154894,0.0,2.9e-05,9.7e-06,0.007795964,0.0,0.000139321,0.000156799,0.000288816,0.0,9.98e-07,0.998215219438462,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-55.3231,-10.8508,-4.4228,-4.8785,-8.3248,-7.7481,-3.7459,-6.2991,-8.8511,,-5.2146,-5.6446,-2.2492,-21.9809,-34.5595,-33.0472,-35.8684,,,,,,,,,,,,,-11.6,-42.5035,-66.5865,-0.000134521,-21.3619,-10.5755,,-5.6368,-14.522,-25.983,,,,,-62.0832,,-17.5274,-21.5493,-6.0445,-51.4159,-13.6724,-37.7237,-5.0186,-3.9036,,-8.7455,-21.1019,-6.9416,-7.025,-5.0613,-8.8287,-7.283,-5.5873,-8.7183,-7.8657,-4.1289,-6.5036,,-4.3957,-5.9083,-18.1866,-61.5789,,,,-4.5813,-2.1553,,-5.1897,,-5.2673,-4.9331,-5.4608,-8.8518,-74.8556,-2.5749,,-79.2532,-58.7018,-61.1946,-47.0072,-4.0051,,-7.0058,-2.88237,,-4.66907,12.73209,256.44391,0.20638,1.15834,3.27156,0.40033,-4.22424,15.42017,-4.95841,-4.60781,-4.60781,-5.22229,4.31762,1.8424099999999999,0.70536,,3.6128199999999997,,-8.01122,,-4.1109599999999995,-7.1397699999999995,-0.78478,,-8.47362,1.85381,-4.16086,-3.64302,,-3.854,4.75272,-9.30846,10.39649,21.52767,-2.0230200000000003,0.47200000000000003,-0.494,,,-9.8979,-4.9489,-0.00090777851361,0.00974858,0.0091714605205,-0.009625349777299999,0.008717571263700001,0.018342921041,0.00989061,,,,,-131.6155,19.454060000000002,-13.84925,-33.580909999999996,-46.159459999999996,-44.647220000000004,-47.4684,,,,-17.23678,-17.64454,-49.323679999999996,7.6964,6.53875,19.0711,-108.29128999999999,-84.77888,,,-16.18126,9.44472,-86.45563,-271.33148,-172.79118,-161.8514,-130.84385,-102.45323,-81.90183,-246.46527999999998,-212.86725,-487.35555999999997,-307.19375,-462.93634000000003,-430.71644000000003,-226.37394,-70.20721,-27.20513,
090122Z,0.0,0.0,11.6,29.5,-6.0,0.000110604,4.66e-06,6.34e-05,0.006007844,0.0,3e-05,0.0,7.74e-05,2.45e-06,0.007676371,3.52e-06,0.000218894,5.43e-07,0.000209581,0.0,0.0,0.9958043308844938,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-53.641,-10.7916,-4.2221,-4.7717,-8.384,-8.4164,-3.9252,-6.4594,-9.1048,-7.462,-4.9622,-6.5141,-2.2679,-21.6685,-34.0188,-32.7152,-35.677,-4.2431,,,,,,,,,,,,-11.6,-40.9375,-63.7561,-0.000154587,-20.8352,,,-5.521,-14.5925,-25.7464,-12.6336,-17.4785,,,-59.1527,,-17.0114,-20.8483,,-50.5612,-14.2796,-37.7014,-5.5174,-3.7103,,-8.4597,-21.4024,-6.3922,-7.5361,-5.6638,-9.4254,-7.5732,-7.9385,-11.1944,-10.9785,-6.7281,-9.1174,-9.6001,-6.6454,-9.1953,-16.6912,-58.486,-5.455,-7.9453,,-4.1573,-2.1648,,-5.1917,-7.3812,-5.8985,-4.6297,-6.1649,-8.9217,-71.7315,-2.2617,,-78.676,-59.0945,-60.2491,-46.2006,-4.7224,-53.3091,-7.5956,-6.51116,,-5.92579,,89.55303,0.32077,-4.842890000000001,0.63344,0.52032,-5.43139,5.13347,-6.167669999999999,-5.81025,-5.81025,-6.40948,-0.02249,-1.17001,-3.06525,-3.31282,-2.7189799999999997,,-8.33945,,,,-3.90985,,,-1.25915,-7.69451,-6.20472,,-5.06115,,-9.50382,-2.2448099999999998,0.21018,-2.57706,0.439,,0.037000000000000005,,-40.9013,-20.4507,-0.0042357781966,0.0106553,0.010356091746000001,-0.012473980844000001,0.0082382026474,0.020712183492000002,0.0106795,,,,,-126.84201000000002,19.27477,-13.86785,-33.26847,-45.618829999999996,-44.31525,-47.277029999999996,-15.84309,,,-17.121010000000002,,-49.30135,7.88975,5.93617,16.47188,-103.59864,-81.68597,3.6547400000000003,,-15.75734,9.43518,-83.33152,-264.07805,-169.33209,-158.95375,-129.15403,-101.87599,-82.29448000000001,,-209.52922,-474.64980999999995,-301.4237,,-421.94300999999996,-219.26707000000002,-69.40059000000001,-27.92244,-76.50912
100115AV,0.0,0.0,11.6,21.4,-6.0,0.0,3.88e-07,0.0,0.006992328,0.0,6.25e-05,0.0,0.0,4.55e-06,0.004745687,0.0,0.000123921,4.15e-06,0.002483587,0.0,0.0,0.9979295900690435,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,,,,,,-8.3703,-2.8095,-5.3134,-7.8321,,-4.216,-5.1561,-2.2048,-21.8888,-34.4346,-32.9524,-35.7938,,,,,,,,,,,,,-11.6,-42.2786,,-0.00013168,-21.2861,,,,-14.4856,-25.9023,,,,,,,,-21.4478,,-51.642,-14.1087,-38.0698,-6.578,-3.9602,,-8.7418,-21.579,-6.9465,-7.5316,-5.3958,-9.1157,-7.5724,,,-11.0246,-5.7256,-8.0559,,-5.9424,-7.9527,,,,,,,-2.3761,,-5.3626,,-7.0655,-5.1086,-6.1301,-8.8624,,-2.5293,,-79.8679,-59.456,-61.4084,-47.2395,-4.4565,,-8.578,-6.45644,,-4.0188,,85.77837,,,1.2542200000000001,,-6.39902,5.0244599999999995,-7.133489999999999,-6.78194,-6.78194,-7.39422,-0.65277,,-3.47644,,-2.5757,,-8.28983,,,,,,,-0.9390799999999999,,-5.649859999999999,,-6.02878,,-9.386619999999999,-4.3406,-3.1496,-2.80951,0.467,,,,-6.4825,-3.2413,-0.0006530331212100001,0.0125339,0.010073746833999999,-0.010400263394000001,0.009747230273,0.020147493667,0.012726399999999999,,,,,,20.39049,-13.80475,-33.488820000000004,-46.034620000000004,-44.552409999999995,-47.393840000000004,,,,,,-49.66976,7.639810000000001,6.2042,17.47435,,,,,,9.223930000000001,,-270.98646,-172.99155,-162.1325,-131.29856,-103.06785,-82.65601,,-213.4343,-486.92547,-307.76065,,-431.20072999999996,,-70.43948,-27.656470000000002,
100111AA,0.0,0.0,11.7,28.5,-6.0,4.13e-05,1.79e-06,0.0,0.011994195,0.0,4.1e-06,2.01e-06,8.55e-05,2.64e-05,0.015120934,5.99e-05,0.00026228,2.8e-07,0.001663862,0.0,7.8e-06,0.9960993878214104,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-54.7393,-11.722,-4.966,-4.6506,-8.3466,-8.0685,-3.051,-5.3045,-7.6575,,-4.0327,-6.5962,-1.9828,-21.4176,-33.7916,-32.4665,-35.4138,,,,,,,,,,,,,-11.7,-41.0997,-64.1045,-0.0002725,-20.8897,-9.9165,,-6.3567,-14.4026,-25.588,,,,,-59.4112,-14.2538,-17.0926,-20.8204,-5.1686,-51.7773,-15.3447,-38.8317,-6.0421,-3.649,,-8.1249,-22.4183,-6.2674,-8.4297,-4.6481,-8.1275,-6.4897,-9.0312,-12.3749,-11.8457,-7.0716,-9.1768,,-6.9252,-10.4953,-16.9018,-58.6607,-4.224,-6.7844,-5.7549,-4.1287,-1.8869,,-4.6316,,-6.1329,-4.2839,-6.8428,-8.9149,-72.9059,-2.1938,,-80.9909,-61.3093,-61.5751,-47.3112,-5.6756,,-8.2106,-5.64821,,-6.03017,,48.23345,0.49032,-6.61828,0.34494,0.68928,-6.23701,2.65243,-6.97307,-6.61638,-6.61638,-7.21718,-0.54084,-2.51222,-4.16723,,-4.11758,,-7.53183,,,,-5.42181,,-9.19196,-0.97406,-9.16323,-6.50131,,-5.86677,,-8.98055,-6.3434099999999995,-4.92553,-1.99512,0.43700000000000006,-0.5429999999999999,0.024,0.16899999999999998,-5.0822,-2.5411,-0.0009648383061,0.0205348,0.018984617773,-0.019467036926,0.01850219862,0.037969235547000005,0.020948400000000002,,,,,-128.28689,20.34896,-13.68278,-33.11761,-45.49159,-44.166470000000004,-47.11375,,,,-18.05669,-16.86861,-50.531729999999996,8.05105,7.051880000000001,16.3284,-104.13937,-82.06066,4.91558,-17.45494,-15.828729999999998,9.813139999999999,-84.60592,-267.28295,-172.14481999999998,-161.70848999999998,-131.78392,-104.39089,-84.70925,-243.00832999999997,-213.55738,-480.87415999999996,-306.93127000000004,-457.03462,-428.98877999999996,-222.18107999999998,-70.71119,-29.07555,
100111AB,0.0,0.0,11.7,25.4,-6.0,0.00013037,2.45e-06,1.01e-06,0.01233556,0.0,9.54e-06,0.0,9.19e-05,2.18e-05,0.015677288,0.000115084,0.000279817,7.94e-07,0.001607379,0.0,2.78e-06,0.9969571431528612,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-54.698,-11.1537,-4.4418,-4.172,-7.8152,-7.977,-3.0683,-5.3217,-7.6381,-8.4309,-4.1899,-6.2522,-1.9698,-21.5121,-33.9602,-32.5674,-35.4691,-6.0555,,,,,,,,,,,,-11.7,-41.6083,-64.6849,-0.000268372,-21.0605,-10.3226,,-5.8057,-14.3736,-25.6584,-14.5791,-21.2529,,,-60.0237,,-17.0908,-21.0471,-5.6159,-51.9178,-15.0107,-38.7024,-5.9294,-3.6198,,-8.1192,-22.0927,-6.3533,-8.0347,-4.7294,-8.2042,-6.6719,-8.0201,-11.3245,-11.2262,-6.5687,-8.663,-11.2584,-6.536,-9.632,-17.0495,-59.325,-3.9407,-6.4077,,-4.0966,-1.8701,,-4.6108,-8.9156,-5.964,-4.3683,-6.4633,-8.8929,-73.1623,-2.2947,,-80.904,-60.9077,-61.7459,-47.4351,-5.3049,-64.8847,-8.0681,-5.26567,,-5.53033,,79.15926,1.1511,-4.7438,0.75448,1.3482100000000001,-5.89802,4.5452,-6.6333899999999995,-6.27894,-6.27894,-6.884689999999999,0.19407,-0.4647,-3.44343,-7.00938,-3.00976,,-7.40422,,,,-4.03567,,-9.14507,-0.5848300000000001,-7.642060000000001,-6.11717,,-5.52778,,-8.78722,-3.7925,-0.90612,-1.98918,0.447,-0.528,0.032,,2.9046,1.4523,0.00054138874902,0.0201686,0.018639116849,-0.018368422474,0.018909811223,0.037278233697,0.020657400000000003,,,,,-129.0786,20.33174,-13.669839999999999,-33.2121,-45.66022,-44.26741,-47.169109999999996,-17.755489999999998,,,-17.50572,-17.3159,-50.40245,8.0802,6.970619999999999,16.83127,-105.32382,-82.72495,5.29231,,-15.796629999999999,9.82991,-84.86225999999999,-269.36298,-172.99326000000002,-162.37474,-132.05812,-104.30396,-84.3077,-245.04134,-214.22997,-484.4509,-308.25689,-460.56865999999997,-431.15245999999996,-223.59367999999998,-70.83513,-28.70488,-88.28474
100108J,0.0,0.0,11.7,23.9,-6.0,5.42e-05,1.73e-06,0.0,0.008576579,0.0,6.51e-06,1.37e-07,5.64e-05,3.14e-05,0.010368814,2.94e-05,0.000218672,1.97e-06,0.001894043,0.0,5.65e-06,0.9973401214860111,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-55.3576,-11.5548,-4.8653,-4.5015,-8.1182,-7.9579,-2.9606,-5.3718,-7.8279,,-4.1509,-6.2946,-2.1216,-21.7166,-34.201,-32.775,-35.6543,,,,,,,,,,,,,-11.7,-41.8578,-65.4131,-0.000196415,-21.1443,-9.988,,-6.2157,-14.517,-25.8508,,,,,-60.7678,-15.3743,-17.3116,-21.1587,-5.302,-52.314,-15.174,-38.966,-6.0165,-3.7198,,-8.3886,-22.374,-6.51,-8.2825,-4.564,-8.1944,-6.5563,-8.0156,-11.3001,-10.8753,-6.1332,-8.3798,,-6.1561,-9.3469,-17.565,-60.095,-4.5335,-6.9546,-6.9153,-4.3028,-2.0428,,-4.9394,,-6.2042,-4.5908,-6.7854,-8.8818,-74.1903,-2.3446,,-81.5161,-61.3653,-62.1567,-47.8237,-5.4506,,-8.1408,-4.8947,,-5.57536,,99.85279,0.7037800000000001,-4.24929,1.20892,0.89999,-5.92725,5.8433,-6.6622699999999995,-6.30892,-6.30892,-6.9171,0.57743,-0.90985,-3.0302,,-2.15442,,-7.803,,,,-4.03377,,-8.77843,-0.17543,-7.57483,-5.67499,,-5.557,,-9.06357,-2.56244,1.0900299999999998,-2.02152,0.45299999999999996,-0.527,0.04,0.21,2.9961,1.4981,0.00041982672979,0.0158178,0.014012236738,-0.013802323373,0.014222150103,0.028024473476,0.016132900000000002,,,,,-130.36947,20.439410000000002,-13.82156,-33.41657,-45.90105,-44.474990000000005,-47.354279999999996,,,,-17.91573,-17.002,-50.66603,7.9801899999999995,7.1360399999999995,17.2668,-106.34868999999999,-83.49499,4.74536,-18.615289999999998,-16.002760000000002,9.65719,-85.8903,-271.039,-174.06463,-163.35664,-132.84755,-104.9161,-84.76527,-246.16052000000002,-215.54215,-487.51595999999995,-310.21671000000003,-463.07899000000003,-433.85098,-225.51647999999997,-71.22373,-28.85063,
100108K,0.0,0.0,11.7,24.7,-6.0,7.18e-05,1.6e-06,0.0,0.008353845,0.0,4.77e-06,0.0,8.39e-05,3.05e-05,0.010411448,2.58e-05,0.000218676,1.78e-06,0.001870028,0.0,5.02e-06,0.9971385365377182,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-55.1079,-11.4432,-4.7417,-4.3806,-8.0115,-7.9978,-2.9706,-5.3901,-7.8642,,-4.1241,-6.4372,-2.1331,-21.6999,-34.1649,-32.7567,-35.6479,,,,,,,,,,,,,-11.7,-41.7244,-64.8995,-0.000197563,-21.0995,-10.0505,,-6.0993,-14.533,-25.8406,,,,,-60.2457,,-17.1314,-21.099,-5.3534,-52.3151,-15.2996,-39.038,-6.0472,-3.72,,-8.3908,-22.4901,-6.4798,-8.4165,-4.5769,-8.2169,-6.5426,-7.9451,-11.2404,-10.9645,-6.1904,-8.4483,,-6.1836,-9.5365,-17.1652,-59.559,-4.5902,-7.0358,,-4.1304,-2.0412,,-4.947,,-6.2437,-4.5625,-6.9168,-8.8877,-73.6814,-2.3179,,-81.6146,-61.5464,-62.1501,-47.8288,-5.5855,,-8.1792,-4.9341,,-5.77665,,96.72745,0.86706,-4.17415,1.20602,1.06375,-6.01702,5.6586,-6.75223,-6.39829,-6.39829,-7.00518,0.46653999999999995,-0.64849,-3.11654,,-2.23715,,-7.8402199999999995,,,,-3.93554,,-8.750639999999999,-0.19485,-7.51128,-5.6714199999999995,,-5.646780000000001,,-9.11552,-2.92163,0.5094,-2.04475,0.45,-0.53,0.039,,1.7394,0.8697,0.00024467133572,0.015839,0.014066792631999999,-0.013944456964,0.014189128300000001,0.028133585263999998,0.016184200000000003,,,,,-129.7201,20.42943,-13.833089999999999,-33.3999,-45.86495,-44.45667,-47.34794,,,,-17.79934,-17.05344,-50.73802,7.98005,7.123069999999999,17.2096,-105.67647,-82.95898000000001,4.66421,,-15.830379999999998,9.65882,-85.38141999999999,-270.56888,-173.91771,-163.25753999999998,-132.85133000000002,-105.01465,-84.94644,-245.87177000000003,-215.47942999999998,-486.72922,-310.02074,-462.47247999999996,-433.47306,-224.74226000000002,-71.22884,-28.98555,
100108M,0.0,0.0,11.7,26.0,-6.0,7.81e-05,7.02e-06,0.0,0.009989466,2.04e-06,1.33e-05,0.0,0.0,3.37e-05,0.012661137,0.0,0.0003047,4.61e-07,0.001951117,0.0,0.0,0.9967979977302407,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.7458,-38.0276,-21.0984,-36.2097,-56.5754,-54.8806,-11.4391,-4.7183,-4.343,-7.9966,-7.3776,-2.9682,-5.3084,-7.7185,,-4.0625,-6.001,-2.059,-21.5803,-34.0139,-32.6343,-35.5449,,,,,,,,,,,,,-11.7,-41.5091,,-0.00023120400000000002,-21.0271,,-24.2261,-6.0875,-14.4659,-25.7313,,,,,,,,-21.0027,,-51.6688,-14.8543,-38.5061,-5.4308,-3.58,-11.0525,-8.1614,-21.8892,-6.2909,-7.8446,-4.5377,-8.1001,-6.4605,-8.5311,-11.8433,-10.966,-6.8063,-8.9894,,-6.7514,-9.7182,,,,,,,-1.9602,-9.0529,-4.7883,,-5.5632,-4.4386,-6.4026,-8.8973,,-2.2749,,-80.4777,-60.5429,-61.4911,-47.1893,-5.1555,,-7.5753,-3.8407199999999997,,-5.19143,,88.24376,0.91691,-5.72658,0.48451000000000005,1.11437,-5.25113,5.031680000000001,-5.98663,-5.63175,-5.63175,-6.23653,1.41845,-1.39677,-3.0618,,-2.89324,,-7.66642,,,,-4.73342,,-7.5227699999999995,-0.00606,-8.365739999999999,-6.3823099999999995,,-4.88088,,-8.880939999999999,-2.00847,3.32694,-1.14544,0.445,,,,3.1917,1.5959,0.0005230008237699999,0.0182293,0.016386021694,-0.016124521282,0.016647522106000002,0.032772043389,0.018606,-17.4458,-49.727579999999996,-47.90975,-68.27541,,20.43179,-13.75895,-33.28026,-45.71392,-44.33432,-47.24492,,,,-17.78754,,-50.20613,8.12003,7.162260000000001,16.593729999999997,,,,,,9.73977,,-268.51403,-172.38457,-161.80159,-131.56145,-103.87775,-83.94288,,-213.43408,-482.86697999999996,-307.11213,,-429.62268,,-70.58927,-28.555509999999998,
